Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2021-02-01,104.18498124694128,1.0389769104945712,3.3241893059822836,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-03-01,105.62717834942278,1.3842658368034666,4.584293818045926,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-04-01,107.00498842585777,1.3044086739466776,6.550837528216746,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-05-01,108.73654369094938,1.6182005068776428,8.808935462628265,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-06-01,110.23405912138409,1.3771960921352688,10.828293907011123,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-07-01,111.03288978153414,0.7246677356500308,11.262994779325574,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-08-01,111.7063752852668,0.6065639695209235,11.341339658901074,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-09-01,112.40030198328321,0.621205993162266,11.692165582059676,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-10-01,113.08951543947958,0.6131775840770182,12.077059106905065,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-11-01,113.79891628174803,0.6272914332611901,12.334549035401476,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2021-12-01,114.49667083224794,0.6131469202855788,12.851386688996612,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-01-01,115.15708029204707,0.5767935914632094,11.67975880448422,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-02-01,115.98308788728522,0.7172877196463645,11.324191355738545,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-03-01,117.21219348763567,1.0597282955122855,10.967835474965337,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-04-01,118.84104017519589,1.3896563481102575,11.061214924142671,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-05-01,119.9645559537052,0.945393760314639,10.325886662967743,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-06-01,121.08973100839744,0.9379229104356845,9.847838293843125,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-07-01,121.96403459546852,0.7220295063752769,9.844961106067096,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-08-01,122.43720220645942,0.3879566730965456,9.606279761373582,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-09-01,122.32606904134319,-0.09076748170775417,8.830729884992827,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-10-01,122.56473350719654,0.19510515438265763,8.378511510014963,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-11-01,122.70573410147823,0.11504173365939341,7.826803726037546,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2022-12-01,122.70753386937824,0.0014667349600205881,7.171267930715852,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-01-01,122.80963981677922,0.08321082184707951,6.645322636979589,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-02-01,123.0076017049272,0.1611940955476454,6.056498361613327,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-03-01,123.76660241274921,0.6170356118662568,5.591917299802884,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-04-01,124.42229507569188,0.5297815809437889,4.696403609618427,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-05-01,125.10389195822356,0.5478092829882542,4.284045369618705,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-06-01,125.40754531212774,0.2427209490857285,3.5657972544598904,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-07-01,125.66791110551462,0.20761573216256934,3.0368596138452997,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-08-01,125.45011522760434,-0.17331065344708962,2.460782316852028,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-09-01,125.13800378658274,-0.24879326771070076,2.2987207610580374,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-10-01,124.89348930408792,-0.19539586304400114,1.9000210992623279,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-11-01,124.96319142414124,0.055809250299354574,1.8397325432209177,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2023-12-01,125.00349738871691,0.03225426953035182,1.8710860262114881,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-01-01,125.23056329828582,0.18164764531571898,1.971281314006279,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-02-01,125.81764379582447,0.4687996940014427,2.284445881351349,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-03-01,126.46133607843218,0.5116073256405063,2.1772704535398812,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-04-01,126.75992338934402,0.23610956531936456,1.8787857210237568,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-05-01,127.56154396761612,0.632392760139111,1.9644888507651448,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-06-01,127.54000694955,-0.01688362918497166,1.7004253070377562,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-07-01,127.5800386451103,0.03138755949427807,1.5215718338710937,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-08-01,128.12507265622313,0.4272094732851839,2.1322877414385877,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-09-01,127.9493146547129,-0.13717689899915841,2.246568414919503,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-10-01,127.65912413761896,-0.22680115003120838,2.2143947206065606,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-11-01,127.94327533984236,0.22258589359980263,2.3847693722756524,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2024-12-01,128.38526037185815,0.34545389809803595,2.7053346936567246,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2025-01-01,128.89875155175022,0.3999611625234767,2.929147771001528,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2025-02-01,128.9555414198224,0.04405773321192186,2.4940044411339235,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2025-03-01,129.21173927463315,0.19867145838787792,2.174896518960656,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
2025-04-01,130.03020908302554,0.633433009250628,2.579905072707245,Explosives & Accessories (SAMPLE DATA),explosives,Index,down,SAMPLE DATA - Composite cost index for Explosives & Accessories based on weighted BLS PPI components,4.04
