Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2021-01-01,138.899,2.8508171108264646,5.089580243924563,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-02-01,147.30200000000002,6.049719580414559,11.92990987978908,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-03-01,159.442,8.241571736975729,22.157184229478567,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-04-01,172.68200000000002,8.303960060711745,35.20145315607337,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-05-01,177.21200000000002,2.6233191647073717,39.45136058168999,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-06-01,184.972,4.378935963704489,44.21868421462991,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-07-01,197.0396,6.524014445429582,53.066621092536195,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-08-01,202.91150000000005,2.98006086086251,58.4317782549288,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-09-01,209.74769999999998,3.369054982098074,63.66719987515117,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-10-01,217.0589,3.4857116430835777,68.39978276892045,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-11-01,221.5073,2.0493976519737167,69.44006303115606,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2021-12-01,225.06509999999997,1.6061773133436263,66.65439951425039,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-01-01,224.46279999999996,-0.2676114599731383,61.60145141433701,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-02-01,215.15310000000002,-4.1475469431905605,46.06257891949872,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-03-01,209.7162,-2.5269912448391607,31.531340550168707,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-04-01,214.1738,2.1255391810456326,24.02786625125952,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-05-01,229.0427,6.942445808030673,29.24785003272914,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-06-01,229.91089999999997,0.37905595768823463,24.2949743744999,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-07-01,221.99699999999999,-3.442159549634216,12.66618486842237,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-08-01,215.64599999999996,-2.860849470938809,6.275888749528691,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-09-01,207.57989999999998,-3.740435714086965,-1.033527423661862,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-10-01,201.0755,-3.1334440376934225,-7.363623422029686,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-11-01,196.8412,-2.105825921109239,-11.135569798376855,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2022-12-01,191.4778,-2.7247344559980236,-14.923371060195457,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-01-01,190.3382,-0.595160378905546,-15.202786385984657,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-02-01,192.03789999999998,0.892989426189783,-10.743605367526676,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-03-01,193.63639999999998,0.8323877734551344,-7.667409575416684,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-04-01,197.63699999999997,2.0660371706972436,-7.721205861781422,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-05-01,201.8834,2.148585538133063,-11.857745302513468,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-06-01,202.13099999999997,0.12264505154955252,-12.082898200998738,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-07-01,197.67430000000002,-2.20485724604339,-10.956319229539124,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-08-01,197.7365,0.03146590123248583,-8.305046233178427,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-09-01,194.87759999999997,-1.4458129884973303,-6.119234087693471,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-10-01,191.2176,-1.8781019470683002,-4.90258634194618,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-11-01,188.8533,-1.2364447624068187,-4.058042726827516,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2023-12-01,189.7116,0.45447974697820914,-0.9224045816277338,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-01-01,194.938,2.754918518424798,2.4166457390056184,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-02-01,200.44439999999997,2.8246929793062314,4.377521312199306,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-03-01,192.4173,-4.004651664002568,-0.6295820413930286,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-04-01,190.49809999999997,-0.9974155130542006,-3.6121272838587903,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-05-01,189.78790000000004,-0.3728121172861698,-5.991329648698185,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-06-01,188.3841,-0.739667808116351,-6.800985499502787,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-07-01,185.90890000000002,-1.3139113120480883,-5.951911806441201,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-08-01,183.0453,-1.540324320137454,-7.429685465253,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-09-01,181.3034,-0.9516223579627447,-6.965500396146074,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-10-01,182.18449999999996,0.4859809578860341,-4.723989841939257,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-11-01,183.24519999999998,0.5822119883963861,-2.969553616484333,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2024-12-01,179.8052,-1.8772660893709436,-5.22182091132013,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2025-01-01,179.7636,-0.023136149566316266,-7.78421857205881,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2025-02-01,182.29809999999998,1.409907233722496,-9.053034158100704,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
2025-03-01,187.62939999999998,2.924495647513603,-2.4882897743602195,Caterpillar Equipment (Composite),caterpillar_equipment,Index,down,Composite cost index for Caterpillar Equipment based on weighted BLS PPI components,4.351487053767045
