Date,ppi_labor/compensation,weight_ppi_labor/compensation,ppi_steel_mill_products,weight_ppi_steel_mill_products,ppi_industrial_commodities_less_fuel,weight_ppi_industrial_commodities_less_fuel,ppi_fuel_products,weight_ppi_fuel_products,value,weighted_ppi_labor/compensation,weighted_ppi_steel_mill_products,weighted_ppi_industrial_commodities_less_fuel,weighted_ppi_fuel_products,source,indicator_id,unit,preferred_direction,description,monthly_change,yoy_change,yearly_adjustment
2022-04-01,38.61,0.3,386.663,0.35,257.425,0.3,270.959,0.05,237.6905,11.583,135.33204999999998,77.2275,13.54795,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.084812376764278,21.0224437633018,4.824615129670207
2022-05-01,38.91,0.3,427.4,0.35,260.128,0.3,296.372,0.05,254.11999999999998,11.672999999999998,149.58999999999997,78.0384,14.818600000000002,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,6.912139946695395,25.573833678415948,4.824615129670207
2022-06-01,38.91,0.3,420.183,0.35,260.449,0.3,326.021,0.05,253.17279999999997,11.672999999999998,147.06404999999998,78.1347,16.30105,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-0.3727372894695491,19.807114429979578,4.824615129670207
2022-07-01,38.91,0.3,404.112,0.35,259.519,0.3,295.257,0.05,245.73075,11.672999999999998,141.4392,77.8557,14.76285,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-2.9395140394228636,9.010084278161434,4.824615129670207
2022-08-01,39.61,0.3,384.885,0.35,258.706,0.3,286.905,0.05,238.54979999999998,11.883,134.70974999999999,77.6118,14.34525,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-2.9222838411554153,2.4877190781553704,4.824615129670207
2022-09-01,39.61,0.3,357.587,0.35,257.14,0.3,283.92,0.05,228.37644999999998,11.883,125.15544999999999,77.142,14.196000000000002,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-4.264665072031082,-4.952193389792181,4.824615129670207
2022-10-01,39.61,0.3,337.206,0.35,255.891,0.3,275.243,0.05,220.43454999999997,11.883,118.0221,76.76729999999999,13.76215,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-3.4775477068673233,-11.065900167350652,4.824615129670207
2022-11-01,40.23,0.3,326.698,0.35,255.703,0.3,263.359,0.05,216.29214999999996,12.068999999999999,114.34429999999999,76.7109,13.16795,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.8791972492515407,-14.726075666303107,4.824615129670207
2022-12-01,40.23,0.3,315.63,0.35,255.204,0.3,242.782,0.05,211.2398,12.068999999999999,110.47049999999999,76.5612,12.139100000000001,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-2.3358915244959033,-16.706997541505576,4.824615129670207
2023-01-01,40.23,0.3,308.022,0.35,257.029,0.3,250.787,0.05,209.52475,12.068999999999999,107.8077,77.1087,12.53935,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-0.811897189828803,-16.926216792997238,4.824615129670207
2023-02-01,40.79,0.3,315.255,0.35,257.806,0.3,244.528,0.05,212.14445,12.237,110.33924999999999,77.34179999999999,12.2264,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,1.2503057514684945,-11.330310028108382,4.824615129670207
2023-03-01,40.79,0.3,318.19,0.35,258.065,0.3,236.186,0.05,212.83229999999998,12.237,111.36649999999999,77.4195,11.8093,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,0.3242366227351079,-8.591443859913605,4.824615129670207
2023-04-01,40.79,0.3,329.705,0.35,258.597,0.3,233.742,0.05,216.89995,12.237,115.39674999999998,77.5791,11.687100000000001,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,1.9111995688624317,-8.746899855063617,4.824615129670207
2023-05-01,41.03,0.3,347.224,0.35,258.603,0.3,222.929,0.05,222.56475,12.309,121.52839999999999,77.5809,11.146450000000002,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.611711067706568,-12.417460254997625,4.824615129670207
2023-06-01,41.03,0.3,345.801,0.35,257.683,0.3,225.588,0.05,221.92365,12.309,121.03034999999998,77.30489999999999,11.2794,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-0.28805100538157324,-12.343012361517491,4.824615129670207
2023-07-01,41.03,0.3,329.45,0.35,256.701,0.3,230.074,0.05,216.1305,12.309,115.30749999999999,77.0103,11.503700000000002,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-2.6104248015026754,-12.045806233041645,4.824615129670207
2023-08-01,41.53,0.3,322.94,0.35,256.371,0.3,248.819,0.05,214.84024999999997,12.459,113.029,76.9113,12.44095,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-0.5969772891840974,-9.939035790430351,4.824615129670207
2023-09-01,41.53,0.3,311.522,0.35,256.46,0.3,254.484,0.05,211.15389999999996,12.459,109.03269999999999,76.93799999999999,12.724200000000002,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.7158563164956342,-7.541298588361456,4.824615129670207
2023-10-01,41.53,0.3,304.112,0.35,256.502,0.3,240.084,0.05,207.85299999999998,12.459,106.4392,76.9506,12.0042,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.5632673609154213,-5.707612531701589,4.824615129670207
2023-11-01,43.11,0.3,297.967,0.35,256.211,0.3,230.136,0.05,205.59154999999998,12.933,104.28844999999998,76.8633,11.5068,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.088004503182538,-4.9472900426575706,4.824615129670207
2023-12-01,43.11,0.3,305.125,0.35,256.54,0.3,217.245,0.05,207.55099999999996,12.933,106.79374999999999,76.962,10.862250000000001,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,0.9530790540758893,-1.746261831340512,4.824615129670207
2024-01-01,43.11,0.3,321.392,0.35,257.923,0.3,220.831,0.05,213.83865,12.933,112.48719999999999,77.37689999999999,11.04155,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,3.029448183819894,2.058897576539276,4.824615129670207
2024-02-01,43.78,0.3,332.52,0.35,259.083,0.3,230.889,0.05,218.78535000000002,13.134,116.38199999999999,77.7249,11.544450000000001,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.313286209017873,3.130367068287687,4.824615129670207
2024-03-01,43.78,0.3,305.677,0.35,258.664,0.3,230.625,0.05,209.2514,13.134,106.98695000000001,77.5992,11.53125,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-4.357672942909585,-1.6824983801800641,4.824615129670207
2024-04-01,43.78,0.3,297.573,0.35,259.534,0.3,235.745,0.05,206.932,13.134,104.15054999999998,77.86019999999999,11.78725,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.1084274704972086,-4.595644212919369,4.824615129670207
2024-05-01,43.94,0.3,298.564,0.35,260.171,0.3,225.604,0.05,207.01090000000002,13.181999999999999,104.4974,78.0513,11.2802,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,0.038128467322606774,-6.988460661447949,4.824615129670207
2024-06-01,43.94,0.3,293.269,0.35,260.124,0.3,227.67,0.05,205.24685,13.181999999999999,102.64415,78.0372,11.3835,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-0.8521531957979112,-7.514656504613193,4.824615129670207
2024-07-01,43.94,0.3,283.09,0.35,260.307,0.3,233.455,0.05,202.02835,13.181999999999999,99.08149999999999,78.0921,11.67275,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.5681117639564257,-6.524831062714432,4.824615129670207
2024-08-01,44.4,0.3,275.28,0.35,260.345,0.3,227.004,0.05,199.1217,13.319999999999999,96.34799999999998,78.10350000000001,11.350200000000001,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.4387337222721341,-7.316389736094598,4.824615129670207
2024-09-01,44.4,0.3,270.97,0.35,260.16,0.3,214.634,0.05,196.93919999999997,13.319999999999999,94.8395,78.048,10.7317,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-1.0960633622553617,-6.731914494593749,4.824615129670207
2024-10-01,44.4,0.3,273.422,0.35,260.728,0.3,216.314,0.05,198.0518,13.319999999999999,95.6977,78.2184,10.8157,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,0.5649459325517858,-4.715447936762995,4.824615129670207
2024-11-01,44.67,0.3,278.339,0.35,260.906,0.3,211.36,0.05,199.65945000000002,13.401,97.41865,78.2718,10.568000000000001,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,0.8117320822128571,-2.885381232837614,4.824615129670207
2024-12-01,44.67,0.3,266.595,0.35,260.661,0.3,212.192,0.05,195.51715000000002,13.401,93.30825,78.1983,10.6096,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-2.0746826659093776,-5.798020727435638,4.824615129670207
2025-01-01,44.67,0.3,261.847,0.35,262.14,0.3,223.461,0.05,194.86249999999995,13.401,91.64644999999999,78.642,11.173050000000002,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,-0.3348299624866935,-8.874050598430195,4.824615129670207
2025-02-01,44.67,0.3,269.438,0.35,263.408,0.3,225.214,0.05,197.98739999999998,13.401,94.3033,79.0224,11.2607,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,1.6036435948425298,-9.506098100261307,4.824615129670207
2025-03-01,44.67,0.3,288.467,0.35,265.301,0.3,219.907,0.05,204.9501,13.401,100.96345,79.5903,10.995350000000002,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,3.5167389439934027,-2.0555656975293823,4.824615129670207
