Month,Date,value,source,indicator_id,unit,preferred_direction,description,is_latest,monthly_change,yoy_change,last_updated_date
2024-07,2024-07-01,169.58785874217673,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,0.23747290823690204,3.8082591669984733,Apr-25
2024-08,2024-08-01,170.20839827194294,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,0.36591035134749816,4.21001179006133,Apr-25
2024-09,2024-09-01,167.97175121775572,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,-1.3140638634139057,3.7096287708096254,Apr-25
2024-10,2024-10-01,167.436916304686,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,-0.3184076543777725,4.043839123602622,Apr-25
2024-11,2024-11-01,166.78667589548752,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,-0.3883494891982142,4.585744562449734,Apr-25
2024-12,2024-12-01,163.7056592452765,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,-1.847279846347949,3.4682777394412057,Apr-25
2025-01,2025-01-01,164.89103764689594,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,0.7240912788747389,3.449072699885525,Apr-25
2025-02,2025-02-01,165.69012641941814,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,0.48461625563507305,3.399811427013444,Apr-25
2025-03,2025-03-01,167.43974381821255,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),False,1.0559575495558082,2.813145347555346,Apr-25
2025-04,2025-04-01,168.2445378771091,CRUspi Long Products - SAMPLE DATA,cruspi_long,Index,neutral,CRU Steel Price Index for Long Products tracks price movements for steel long products globally (SAMPLE DATA),True,0.48064697218499486,1.645315423774485,Apr-25
