Month,Date,value,source,indicator_id,unit,preferred_direction,description,is_latest,monthly_change,yoy_change,last_updated_date
2020-11,2020-11-30,46.4,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,18.67007672634271,,Apr-25
2020-12,2020-12-31,48.6,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,4.74137931034484,,Apr-25
2021-01,2021-01-31,49.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,0.8230452674897082,11.87214611872147,Apr-25
2021-02,2021-02-28,55.8,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,13.877551020408152,47.22955145118733,Apr-25
2021-03,2021-03-31,64.4,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,15.41218637992834,86.66666666666669,Apr-25
2021-04,2021-04-30,71.2,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,10.559006211180112,377.8523489932886,Apr-25
2021-05,2021-05-31,67.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-5.758426966292152,230.5418719211822,Apr-25
2021-06,2021-06-30,64.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-4.6199701937406745,150.0,Apr-25
2021-07,2021-07-31,64.6,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,0.9374999999999911,125.87412587412584,Apr-25
2021-08,2021-08-31,66.4,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,2.786377708978338,192.5110132158591,Apr-25
2021-09,2021-09-30,61.7,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-7.078313253012047,86.404833836858,Apr-25
2021-10,2021-10-31,67.6,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,9.562398703403542,72.89002557544755,Apr-25
2021-11,2021-11-30,72.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,6.5088757396449815,55.172413793103445,Apr-25
2021-12,2021-12-31,66.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-8.194444444444448,36.00823045267487,Apr-25
2022-01,2022-01-31,76.7,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,16.036308623298055,56.53061224489797,Apr-25
2022-02,2022-02-28,70.3,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-8.344198174706651,25.985663082437284,Apr-25
2022-03,2022-03-31,72.9,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,3.69843527738265,13.198757763975145,Apr-25
2022-04,2022-04-30,72.7,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-0.2743484224965731,2.106741573033699,Apr-25
2022-05,2022-05-31,63.2,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-13.067400275103157,-5.812220566318915,Apr-25
2022-06,2022-06-30,69.2,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,9.493670886075956,8.125000000000004,Apr-25
2022-07,2022-07-31,43.5,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-37.138728323699425,-32.662538699690394,Apr-25
2022-08,2022-08-31,49.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,12.873563218390816,-26.054216867469883,Apr-25
2022-09,2022-09-30,47.2,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-3.8696537678207688,-23.500810372771475,Apr-25
2022-10,2022-10-31,48.6,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,2.9661016949152463,-28.10650887573963,Apr-25
2022-11,2022-11-30,48.5,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-0.2057613168724326,-32.638888888888886,Apr-25
2022-12,2022-12-31,55.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,13.608247422680408,-16.641452344931917,Apr-25
2023-01,2023-01-31,45.5,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-17.422867513611617,-40.67796610169492,Apr-25
2023-02,2023-02-28,49.5,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,8.791208791208781,-29.58748221906117,Apr-25
2023-03,2023-03-31,31.4,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-36.56565656565657,-56.92729766803841,Apr-25
2023-04,2023-04-30,37.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,18.152866242038222,-48.968363136176066,Apr-25
2023-05,2023-05-31,33.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-11.051212938005396,-47.78481012658228,Apr-25
2023-06,2023-06-30,26.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-21.212121212121215,-62.42774566473989,Apr-25
2023-07,2023-07-31,26.5,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,1.9230769230769162,-39.08045977011494,Apr-25
2023-08,2023-08-31,37.9,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,43.018867924528294,-22.81059063136457,Apr-25
2023-09,2023-09-30,37.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-2.110817941952503,-21.39830508474576,Apr-25
2023-10,2023-10-31,28.7,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-22.64150943396227,-40.94650205761317,Apr-25
2023-11,2023-11-30,32.3,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,12.543554006968627,-33.402061855670105,Apr-25
2023-12,2023-12-31,25.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-22.600619195046434,-54.627949183303095,Apr-25
2024-01,2024-01-31,40.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,60.00000000000001,-12.08791208791209,Apr-25
2024-02,2024-02-29,35.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-12.249999999999995,-29.09090909090909,Apr-25
2024-03,2024-03-31,35.6,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,1.4245014245014342,13.375796178343968,Apr-25
2024-04,2024-04-30,40.4,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,13.483146067415719,8.89487870619945,Apr-25
2024-05,2024-05-31,41.4,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,2.4752475247524774,25.45454545454544,Apr-25
2024-06,2024-06-30,37.8,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-8.695652173913048,45.38461538461538,Apr-25
2024-07,2024-07-31,39.8,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,5.291005291005302,50.188679245283005,Apr-25
2024-08,2024-08-31,37.2,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-6.532663316582898,-1.846965699208436,Apr-25
2024-09,2024-09-30,44.2,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,18.817204301075275,19.13746630727764,Apr-25
2024-10,2024-10-31,43.0,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-2.714932126696834,49.82578397212545,Apr-25
2024-11,2024-11-30,48.5,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,12.790697674418606,50.15479876160993,Apr-25
2024-12,2024-12-31,42.1,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,-13.195876288659791,68.40000000000002,Apr-25
2025-01,2025-01-31,54.7,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,29.928741092636592,36.750000000000014,Apr-25
2025-02,2025-02-28,56.5,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,3.290676416819016,60.968660968660956,Apr-25
2025-03,2025-03-31,58.2,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,False,3.0088495575221197,63.48314606741574,Apr-25
2025-04,2025-04-30,65.6,NY Fed Empire State Manufacturing 6M Ahead Prices Paid (EMPR6PAY Index),empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.,True,12.714776632302382,62.376237623762364,Apr-25
